"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","70","6","0.000000","0","6"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","102","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","159","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","756","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","40","1","0.000000","0","0"
"/Game/Models/baseboards/baseboards.baseboards","0","0","18","1","0.000000","0","0"
"/Game/Models/bed/bedframe.bedframe","0","0","18","1","0.000000","0","0"
"/Game/Models/bed/mattress.mattress","0","0","31","1","0.000000","0","0"
"/Game/Models/bed/pillows.pillows","0","0","18","1","0.000000","0","0"
"/Game/Models/bed_2/blanket.blanket","0","0","18","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/wall.wall","0","0","18","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/door.door","0","0","30","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/doorframe.doorframe","0","0","30","1","0.000000","0","0"
"/Game/Models/Bedroom/bookshelf/textures/bookshelf.bookshelf","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/book3.book3","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/book4.book4","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookcCover.bookcCover","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookCover2.bookCover2","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookPages.bookPages","0","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookPages2.bookPages2","0","0","18","1","0.000000","0","0"
"/Game/Models/bottle/bottle/bottle_cap.bottle_cap","0","0","18","1","0.000000","0","0"
"/Game/Models/bottle/bottle/label.label","0","0","18","1","0.000000","0","0"
"/Game/Models/calender/texture/calender.calender","0","0","18","1","0.000000","0","0"
"/Game/Models/calender/texture/pin.pin","0","0","18","1","0.000000","0","0"
"/Game/Models/can/can.can","0","0","18","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-plastic.fridge_material-plastic","0","0","18","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-rubber.fridge_material-rubber","0","0","18","1","0.000000","0","0"
"/Game/Models/couch/couch_material.couch_material","0","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_handles.desk_handles","0","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_top.desk_top","0","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_wood.desk_wood","0","0","18","1","0.000000","0","0"
"/Game/Models/chair/chair_texture/chair_cushion.chair_cushion","0","0","18","1","0.000000","0","0"
"/Game/Models/chair/chair_texture/chair_wood.chair_wood","0","0","18","1","0.000000","0","0"
"/Game/Models/dish/texture/plate.plate","0","0","18","1","0.000000","0","0"
"/Game/Models/drawers/texture/base.base","0","0","18","1","0.000000","0","0"
"/Game/Models/drawers/texture/handles.handles","0","0","18","1","0.000000","0","0"
"/Game/Models/dresser/dresser_textures/dresser.dresser","0","0","18","1","0.000000","0","0"
"/Game/Models/dresser/dresser_textures/dresser_handles.dresser_handles","0","0","18","1","0.000000","0","0"
"/Game/Models/floor_2/floor.floor","0","0","30","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-metal.fridge_material-metal","0","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/lightgreen/lightgreenmug.lightgreenmug","0","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/pink/pinkmug.pinkmug","0","0","18","1","0.000000","0","0"
"/Game/Models/game_console/texture/game_console.game_console","0","0","18","1","0.000000","0","0"
"/Game/Models/game_controler/texture/videogame_controler_body.videogame_controler_body","0","0","18","1","0.000000","0","0"
"/Game/Models/game_controler/texture/videogame_controler_triggers.videogame_controler_triggers","0","0","18","1","0.000000","0","0"
"/Game/Models/game_package/textures/game2.game2","0","0","18","1","0.000000","0","0"
"/Game/Models/game_package/textures/game_package.game_package","0","0","18","1","0.000000","0","0"
"/Game/Models/lamp/texture/lampBody.lampBody","0","0","18","1","0.000000","0","0"
"/Game/Models/lamp/texture/lampShade.lampShade","0","0","18","1","0.000000","0","0"
"/Game/Models/lampshort/texture/lampcover.lampcover","0","0","18","1","0.000000","0","0"
"/Game/Models/laptop/Textures/laptop.laptop","0","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/glass.glass","0","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/metal.metal","0","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/plastic.plastic","0","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/blue/bluemug.bluemug","0","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/green/greenmug.greenmug","0","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/red/redmug.redmug","0","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/led.led","0","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/pencil-paint.pencil-paint","0","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/pencil-shaved.pencil-shaved","0","0","18","1","0.000000","0","0"
"/Game/Models/plant/leaves.leaves","0","0","18","1","0.000000","0","0"
"/Game/Models/plant/pot.pot","0","0","18","1","0.000000","0","0"
"/Game/Models/plant/stem.stem","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearBody.BearBody","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearEars.BearEars","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearPaws.BearPaws","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BlueStuffie.BlueStuffie","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/chick.chick","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/heart.heart","0","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/sealBase.sealBase","0","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post2.post2","0","0","18","1","0.000000","0","0"
"/Game/Models/shower/curtain.curtain","0","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post3.post3","0","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post4.post4","0","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post5.post5","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/poster-ctc2.poster-ctc2","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/poster_hang_in_there.poster_hang_in_there","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterduck.posterduck","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterearth.posterearth","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterflower.posterflower","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterKAGE.posterKAGE","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterRecycle.posterRecycle","0","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/posterspace.posterspace","0","0","18","1","0.000000","0","0"
"/Game/Models/reusableWaterBottle/texture/bottle.bottle","0","0","18","1","0.000000","0","0"
"/Game/Models/reusableWaterBottle/texture/lid.lid","0","0","18","1","0.000000","0","0"
"/Game/Models/reusableWaterBottle/texture/rubber.rubber","0","0","18","1","0.000000","0","0"
"/Game/Models/rug/rug-texture/rug-material.rug-material","0","0","18","1","0.000000","0","0"
"/Game/Models/towel/towel.towel","0","0","18","1","0.000000","0","0"
"/Game/Models/towel/towel_pole.towel_pole","0","0","18","1","0.000000","0","0"
"/Game/Models/shower/ring.ring","0","0","18","1","0.000000","0","0"
"/Game/Models/shower/rod.rod","0","0","18","1","0.000000","0","0"
"/Game/Models/shower/tub.tub","0","0","18","1","0.000000","0","0"
"/Game/Models/sink/texture/Drain.Drain","0","0","18","1","0.000000","0","0"
"/Game/Models/sink/texture/sinkDrawers.sinkDrawers","0","0","18","1","0.000000","0","0"
"/Game/Models/sink/texture/sinkHandle.sinkHandle","0","0","18","1","0.000000","0","0"
"/Game/Models/sink/texture/tub.tub","0","0","18","1","0.000000","0","0"
"/Game/Models/table/table_material.table_material","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet/toilet_texture.toilet_texture","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet/toilet_texture-metal.toilet_texture-metal","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet_paper/texture/cardboard.cardboard","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet_paper/texture/metal.metal","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet_paper/texture/paper.paper","0","0","18","1","0.000000","0","0"
"/Game/Models/toilet_paper/texture/plastic.plastic","0","0","18","1","0.000000","0","0"
"/Game/Models/character/character/hand.hand","0","0","30","1","0.000000","0","0"
"/Game/Models/tvstand/texture/handles.handles","0","0","18","1","0.000000","0","0"
"/Game/Models/tvstand/texture/standBody.standBody","0","0","18","1","0.000000","0","0"
"/Game/Models/tvstand/texture/TVscreen.TVscreen","0","0","18","1","0.000000","0","0"
"/Game/Models/walls/bathwallmat.bathwallmat","0","0","18","1","0.000000","0","0"
"/Game/Models/window_curtains/window_curtains/curtains.curtains","0","0","18","1","0.000000","0","0"
"/Game/Models/window_curtains/window_curtains/pole.pole","0","0","18","1","0.000000","0","0"
"/Game/Models/character/character/head.head","0","0","30","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","98","1","0.000000","0","0"
"/Game/Models/character/character/jacket.jacket","0","0","30","1","0.000000","0","0"
"/Game/Models/character/character/scalp.scalp","0","0","30","1","0.000000","0","0"
"/Game/Models/LightSwitch_Switch/Textures/LightSwitch_Switch.LightSwitch_Switch","0","0","18","1","0.000000","0","0"
"/Game/Models/LightSwitchBase/Textures/lightSwitchBase.lightSwitchBase","0","0","18","1","0.000000","0","0"
"/Game/Models/LightSwitchBase/Textures/lightSwitchBase_screw.lightSwitchBase_screw","0","0","18","1","0.000000","0","0"
"/Game/Models/recycle/texture/recycleBody.recycleBody","0","0","18","1","0.000000","0","0"
"/Game/Models/recycle/texture/recycleLid.recycleLid","0","0","18","1","0.000000","0","0"
"/Game/Models/recycle/texture/recycleswing.recycleswing","0","0","18","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","30","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","36","2","0.000000","0","0"
"/Game/Models/bottle/bottle/bottle_body.bottle_body","0","6","1","1","26.047804","0","19"
"/Game/Models/cordrolled/texture/body.body","0","18","1","1","88.958633","0","108"
"/Game/Models/paper_trash/paper/paper.paper","0","18","2","1","75.932373","0","73"
"/Game/Models/bottle/bottle/bottle_body.bottle_body","49","6","1","1","29.260900","0","24"
"/Game/Models/cordrolled/texture/body.body","49","18","3","1","68.562828","0","86"
"/Game/Models/paper_trash/paper/paper.paper","49","18","1","1","67.006706","0","101"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","22","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","6","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","33","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","69","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","10","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","110","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","69","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","48","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","34","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","18","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","6","1","0.000000","0","0"
"/Game/Models/dvd_player/texture/dvd_player.dvd_player","49","0","18","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","30","1","0.000000","0","0"
"/Game/Models/character/head.head","49","0","30","1","0.000000","0","0"
"/Game/Models/character/jacket.jacket","49","0","30","1","0.000000","0","0"
"/Game/Models/character/l_hand.l_hand","49","0","30","1","0.000000","0","0"
"/Game/Models/character/r_hand.r_hand","49","0","30","1","0.000000","0","0"
"/Game/Models/character/scalp1.scalp1","49","0","30","1","0.000000","0","0"
"/Game/Models/character/hair_color.hair_color","49","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","10","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","72","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","63","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","74","6","0.000000","0","6"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","110","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","102","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","159","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","931","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","48","1","0.000000","0","0"
"/Game/Models/baseboards/baseboards.baseboards","49","0","18","1","0.000000","0","0"
"/Game/Models/bed/bedframe.bedframe","49","0","18","1","0.000000","0","0"
"/Game/Models/bed/mattress.mattress","49","0","33","1","0.000000","0","0"
"/Game/Models/bed/pillows.pillows","49","0","18","1","0.000000","0","0"
"/Game/Models/bed_2/blanket.blanket","49","0","18","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/wall.wall","49","0","18","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/door.door","49","0","30","1","0.000000","0","0"
"/Game/Models/Bedroom/bedroom/materials/doorframe.doorframe","49","0","30","1","0.000000","0","0"
"/Game/Models/Bedroom/bookshelf/textures/bookshelf.bookshelf","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/book3.book3","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/book4.book4","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookcCover.bookcCover","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookCover2.bookCover2","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookPages.bookPages","49","0","18","1","0.000000","0","0"
"/Game/Models/book/texture/bookPages2.bookPages2","49","0","18","1","0.000000","0","0"
"/Game/Models/bottle/bottle/bottle_cap.bottle_cap","49","0","18","1","0.000000","0","0"
"/Game/Models/bottle/bottle/label.label","49","0","18","1","0.000000","0","0"
"/Game/Models/calender/texture/calender.calender","49","0","18","1","0.000000","0","0"
"/Game/Models/calender/texture/pin.pin","49","0","18","1","0.000000","0","0"
"/Game/Models/can/can.can","49","0","18","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-plastic.fridge_material-plastic","49","0","18","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-rubber.fridge_material-rubber","49","0","18","1","0.000000","0","0"
"/Game/Models/couch/couch_material.couch_material","49","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_handles.desk_handles","49","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_top.desk_top","49","0","18","1","0.000000","0","0"
"/Game/Models/desk/desk_texture/desk_wood.desk_wood","49","0","18","1","0.000000","0","0"
"/Game/Models/chair/chair_texture/chair_cushion.chair_cushion","49","0","18","1","0.000000","0","0"
"/Game/Models/chair/chair_texture/chair_wood.chair_wood","49","0","18","1","0.000000","0","0"
"/Game/Models/dish/texture/plate.plate","49","0","18","1","0.000000","0","0"
"/Game/Models/drawers/texture/base.base","49","0","18","1","0.000000","0","0"
"/Game/Models/drawers/texture/handles.handles","49","0","18","1","0.000000","0","0"
"/Game/Models/dresser/dresser_textures/dresser.dresser","49","0","18","1","0.000000","0","0"
"/Game/Models/dresser/dresser_textures/dresser_handles.dresser_handles","49","0","18","1","0.000000","0","0"
"/Game/Models/floor_2/floor.floor","49","0","30","1","0.000000","0","0"
"/Game/Models/fridge/fridge_material-metal.fridge_material-metal","49","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/lightgreen/lightgreenmug.lightgreenmug","49","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/pink/pinkmug.pinkmug","49","0","18","1","0.000000","0","0"
"/Game/Models/game_console/texture/game_console.game_console","49","0","18","1","0.000000","0","0"
"/Game/Models/game_controler/texture/videogame_controler_body.videogame_controler_body","49","0","18","1","0.000000","0","0"
"/Game/Models/game_controler/texture/videogame_controler_triggers.videogame_controler_triggers","49","0","18","1","0.000000","0","0"
"/Game/Models/game_package/textures/game2.game2","49","0","18","1","0.000000","0","0"
"/Game/Models/game_package/textures/game_package.game_package","49","0","18","1","0.000000","0","0"
"/Game/Models/lamp/texture/lampBody.lampBody","49","0","18","1","0.000000","0","0"
"/Game/Models/lamp/texture/lampShade.lampShade","49","0","18","1","0.000000","0","0"
"/Game/Models/lampshort/texture/lampcover.lampcover","49","0","18","1","0.000000","0","0"
"/Game/Models/laptop/Textures/laptop.laptop","49","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/glass.glass","49","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/metal.metal","49","0","18","1","0.000000","0","0"
"/Game/Models/microwave/texture/plastic.plastic","49","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/blue/bluemug.bluemug","49","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/green/greenmug.greenmug","49","0","18","1","0.000000","0","0"
"/Game/Models/mug/texture/red/redmug.redmug","49","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/led.led","49","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/pencil-paint.pencil-paint","49","0","18","1","0.000000","0","0"
"/Game/Models/pencil/pencil-materials/pencil-shaved.pencil-shaved","49","0","18","1","0.000000","0","0"
"/Game/Models/plant/leaves.leaves","49","0","18","1","0.000000","0","0"
"/Game/Models/plant/pot.pot","49","0","18","1","0.000000","0","0"
"/Game/Models/plant/stem.stem","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearBody.BearBody","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearEars.BearEars","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BearPaws.BearPaws","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/BlueStuffie.BlueStuffie","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/chick.chick","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/heart.heart","49","0","18","1","0.000000","0","0"
"/Game/Models/plushies/texture/sealBase.sealBase","49","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post2.post2","49","0","18","1","0.000000","0","0"
"/Game/Models/shower/curtain.curtain","49","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post3.post3","49","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post4.post4","49","0","18","1","0.000000","0","0"
"/Game/Models/post/texture/post5.post5","49","0","18","1","0.000000","0","0"
"/Game/Models/poster/texture/poster-ctc2.poster-ctc2","49","0","18","1","0.000000","0","0"
